Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),Begin Path,File Offset (s),Begin File,Delta Time (s),Common Name,Species Code,Confidence,Verify,Label,Call Type,Notes,Done?,source_file
30795,Spectrogram 1,1,290580.0,290583.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250514_040000.wav,180.0,SMA06024_20250514_040000.wav,3.0,American Bittern,amebit,0.3182,0,Background Noise,,4am 5/14,2.0,BirdNET_SelectionTable_NLily1AnnotatedRMrevJS20260324FINALwithnegatives20260421.csv
30796,Spectrogram 1,1,290583.0,290586.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250514_040000.wav,183.0,SMA06024_20250514_040000.wav,3.0,American Bittern,amebit,0.1257,0,Background Noise,,4am 5/14 ,2.0,BirdNET_SelectionTable_NLily1AnnotatedRMrevJS20260324FINALwithnegatives20260421.csv
52992,Spectrogram 1,1,32410.48693,32413.48693,0.0,11905.263,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250401_040000.wav,10.4869,SMA06024_20250401_040000.wav,3.0,,,,1,Background Noise,,4am,2.0,BirdNET_SelectionTable_NLily1AnnotatedRMrevJS20260324FINALwithnegatives20260421.csv
52993,Spectrogram 1,1,32428.65463,32431.65463,0.0,6252.632,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250401_040000.wav,28.6546,SMA06024_20250401_040000.wav,3.0,,,,1,Background Noise,,4am,2.0,BirdNET_SelectionTable_NLily1AnnotatedRMrevJS20260324FINALwithnegatives20260421.csv
52994,Spectrogram 1,1,32452.21117,32455.21117,0.0,3063.158,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250401_040000.wav,52.2112,SMA06024_20250401_040000.wav,3.0,,,,1,Background Noise,,,2.0,BirdNET_SelectionTable_NLily1AnnotatedRMrevJS20260324FINALwithnegatives20260421.csv
52995,Spectrogram 1,1,33836.56023,33839.56023,0.0,3978.947,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250401_065500.wav,236.5602,SMA06024_20250401_065500.wav,3.0,,,,,Background Noise,,non-target bird call ok,2.0,BirdNET_SelectionTable_NLily1AnnotatedRMrevJS20260324FINALwithnegatives20260421.csv
52998,Spectrogram 1,1,14401.69938,14404.69938,0.0,6470.886,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250329_040000.wav,1.6994,SMA06024_20250329_040000.wav,3.0,,,,,Background Noise,,4am 3/29 ,2.0,BirdNET_SelectionTable_NLily1AnnotatedRMrevJS20260324FINALwithnegatives20260421.csv
52999,Spectrogram 1,1,14458.94159,14461.94159,0.0,4010.127,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250329_040000.wav,58.9416,SMA06024_20250329_040000.wav,3.0,,,,,Backgrond Noise,,4am 3.29,2.0,BirdNET_SelectionTable_NLily1AnnotatedRMrevJS20260324FINALwithnegatives20260421.csv
53000,Spectrogram 1,1,14395.63789,14398.63789,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250328_193300.wav,2395.6379,SMA06024_20250328_193300.wav,3.0,,,,,Background Noise,,Sunset 3.28 1.6994s,2.0,BirdNET_SelectionTable_NLily1AnnotatedRMrevJS20260324FINALwithnegatives20260421.csv
53001,Spectrogram 1,1,14359.57455,14362.57455,0.0,7777.215,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250328_193300.wav,2359.5745,SMA06024_20250328_193300.wav,3.0,,,,,Background Noise,,sunset 3/28 1.4s,2.0,BirdNET_SelectionTable_NLily1AnnotatedRMrevJS20260324FINALwithnegatives20260421.csv
53020,Spectrogram 1,1,402067.3808,402070.3808,0.0,7078.481,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250601_203900.wav,67.3808,SMA06024_20250601_203900.wav,3.0,,,,,Background Noise,,water! Sunset 6/1 ,2.0,BirdNET_SelectionTable_NLily1AnnotatedRMrevJS20260324FINALwithnegatives20260421.csv
53022,Spectrogram 1,1,272416.9938,272419.9938,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250511_040000.wav,16.9937,SMA06024_20250511_040000.wav,3.0,,,,,Background Noise,,4am 5/11 ,2.0,BirdNET_SelectionTable_NLily1AnnotatedRMrevJS20260324FINALwithnegatives20260421.csv
53023,Spectrogram 1,1,272424.7547,272427.7547,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250511_040000.wav,24.7547,SMA06024_20250511_040000.wav,3.0,,,,,Background Noise,,"4am 5/11 train, rain",2.0,BirdNET_SelectionTable_NLily1AnnotatedRMrevJS20260324FINALwithnegatives20260421.csv
53025,Spectrogram 1,1,272559.354,272562.354,0.0,7017.722,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250511_040000.wav,159.354,SMA06024_20250511_040000.wav,3.0,,,,,Background Noise,,CAGO,2.0,BirdNET_SelectionTable_NLily1AnnotatedRMrevJS20260324FINALwithnegatives20260421.csv
53026,Spectrogram 1,1,272979.5478,272982.5478,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250511_040000.wav,579.5478,SMA06024_20250511_040000.wav,3.0,,,,,Background Noise,,4am 5/11 something is chewing... ,2.0,BirdNET_SelectionTable_NLily1AnnotatedRMrevJS20260324FINALwithnegatives20260421.csv
53027,Spectrogram 1,1,290400.0894,290403.0894,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250514_040000.wav,0.0895,SMA06024_20250514_040000.wav,3.0,,,,,Background Noise,,4am 5/14 water,2.0,BirdNET_SelectionTable_NLily1AnnotatedRMrevJS20260324FINALwithnegatives20260421.csv
53029,Spectrogram 1,1,290527.2596,290530.2596,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250514_040000.wav,127.2596,SMA06024_20250514_040000.wav,3.0,,,,,Background Noise,,4am 5/14 water sounds,2.0,BirdNET_SelectionTable_NLily1AnnotatedRMrevJS20260324FINALwithnegatives20260421.csv
53030,Spectrogram 1,1,290573.6646,290576.6646,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250514_040000.wav,173.6646,SMA06024_20250514_040000.wav,3.0,,,,,Background Noise,,4am 5/14 water,2.0,BirdNET_SelectionTable_NLily1AnnotatedRMrevJS20260324FINALwithnegatives20260421.csv
53034,Spectrogram 1,1,290535.9894,290538.9894,0.0,5073.418,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250514_040000.wav,135.9894,SMA06024_20250514_040000.wav,3.0,,,,,Background Noise,,,2.0,BirdNET_SelectionTable_NLily1AnnotatedRMrevJS20260324FINALwithnegatives20260421.csv
46337,Spectrogram 1,1,70436.77017,70439.77017,0.0,6784.0,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250516_202400.wav,856.7702,2MA04668_20250516_202400.wav,3.0,,,,,Background Noise,,set 5/16,2.0,BirdNET_SelectionTable_SprValAnnotatedRMJS20260420withnegatives20260421.csv
46316,Spectrogram 1,1,14389.98339,14392.98339,0.0,11738.182,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250417_040000.wav,9.9834,2MA04668_20250417_040000.wav,3.0,,,,,Background Noise,,4am,2.0,BirdNET_SelectionTable_SprValAnnotatedRMJS20260420withnegatives20260421.csv
46318,Spectrogram 1,1,14398.94106,14401.94106,0.0,11825.455,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250417_040000.wav,18.941,2MA04668_20250417_040000.wav,3.0,,,,,Background Noise,,4am,2.0,BirdNET_SelectionTable_SprValAnnotatedRMJS20260420withnegatives20260421.csv
46319,Spectrogram 1,1,14438.01219,14441.01219,0.0,11869.091,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250417_040000.wav,58.0122,2MA04668_20250417_040000.wav,3.0,,,,,Background Noise,,4am,2.0,BirdNET_SelectionTable_SprValAnnotatedRMJS20260420withnegatives20260421.csv
46320,Spectrogram 1,1,14620.34972,14623.34972,0.0,11869.091,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250417_040000.wav,240.3497,2MA04668_20250417_040000.wav,3.0,,,,,Background Noise,,4am,2.0,BirdNET_SelectionTable_SprValAnnotatedRMJS20260420withnegatives20260421.csv
46321,Spectrogram 1,1,19165.78898,19168.78898,0.0,11869.091,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250508_040000.wav,1185.789,2MA04668_20250508_040000.wav,3.0,,,,,Background Noise,,4am,2.0,BirdNET_SelectionTable_SprValAnnotatedRMJS20260420withnegatives20260421.csv
46323,Spectrogram 1,1,24520.1193,24523.1193,0.0,11869.091,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250509_040000.wav,540.1193,2MA04668_20250509_040000.wav,3.0,,,,,Background Noise,,4am,2.0,BirdNET_SelectionTable_SprValAnnotatedRMJS20260420withnegatives20260421.csv
46324,Spectrogram 1,1,186751.4361,186754.4361,0.0,11912.727,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250605_040000.wav,771.4361,2MA04668_20250605_040000.wav,3.0,,,,,Background Noise,,4am,2.0,BirdNET_SelectionTable_SprValAnnotatedRMJS20260420withnegatives20260421.csv
46325,Spectrogram 1,1,193035.6585,193038.6585,0.0,11825.455,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250606_040000.wav,1055.6585,2MA04668_20250606_040000.wav,3.0,,,,,Background Noise,,4am,2.0,BirdNET_SelectionTable_SprValAnnotatedRMJS20260420withnegatives20260421.csv
46326,Spectrogram 1,1,199168.5666,199171.5666,0.0,11825.455,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250607_040000.wav,1188.5666,2MA04668_20250607_040000.wav,3.0,,,,,Background Noise,,4am,2.0,BirdNET_SelectionTable_SprValAnnotatedRMJS20260420withnegatives20260421.csv
46330,Spectrogram 1,1,24514.63957,24517.63957,0.0,11825.455,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250509_040000.wav,534.6396,2MA04668_20250509_040000.wav,3.0,,,,,Background Noise,,4am,2.0,BirdNET_SelectionTable_SprValAnnotatedRMJS20260420withnegatives20260421.csv
46339,Spectrogram 1,1,191988.3031,191991.3031,0.0,7584.0,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250606_040000.wav,8.3031,2MA04668_20250606_040000.wav,3.0,,,,,Background Noise,,4a 6/6,2.0,BirdNET_SelectionTable_SprValAnnotatedRMJS20260420withnegatives20260421.csv
46340,Spectrogram 1,1,336074.1068,336077.1068,0.0,12000.0,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250630_040000.wav,94.1068,2MA04668_20250630_040000.wav,3.0,,,,,Background Noise,,4a 6/30,2.0,BirdNET_SelectionTable_SprValAnnotatedRMJS20260420withnegatives20260421.csv
174041,Spectrogram 1,1,57428.64406,57431.64406,0.0,12000.0,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\StandingRush3 SMA06001\StandingRush3Data20250331to20250721\SMA06001_20250410_040000.wav,1028.644,SMA06001_20250410_040000.wav,3.0,,,,,Background Noise,,4am,2.0,BirdNET_SelectionTable_SRush3AnnotatedRMJS20260420withnegatives20260421.csv
174042,Spectrogram 1,1,57438.88345,57441.88345,0.0,11862.069,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\StandingRush3 SMA06001\StandingRush3Data20250331to20250721\SMA06001_20250410_040000.wav,1038.8835,SMA06001_20250410_040000.wav,3.0,,,,,Background Noise,,4am,2.0,BirdNET_SelectionTable_SRush3AnnotatedRMJS20260420withnegatives20260421.csv
174044,Spectrogram 1,1,57730.28312,57733.28312,0.0,11862.069,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\StandingRush3 SMA06001\StandingRush3Data20250331to20250721\SMA06001_20250410_063900.wav,130.2831,SMA06001_20250410_063900.wav,3.0,,,,,Background Noise,,rise,2.0,BirdNET_SelectionTable_SRush3AnnotatedRMJS20260420withnegatives20260421.csv
174045,Spectrogram 1,1,105754.9195,105757.9195,0.0,12000.0,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\StandingRush3 SMA06001\StandingRush3Data20250331to20250721\SMA06001_20250418_062700.wav,154.9195,SMA06001_20250418_062700.wav,3.0,,,,,Background Noise,,rise,2.0,BirdNET_SelectionTable_SRush3AnnotatedRMJS20260420withnegatives20260421.csv
174046,Spectrogram 1,1,105762.8258,105765.8258,0.0,11862.069,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\StandingRush3 SMA06001\StandingRush3Data20250331to20250721\SMA06001_20250418_062700.wav,162.8258,SMA06001_20250418_062700.wav,3.0,,,,,Background Noise,,rise,2.0,BirdNET_SelectionTable_SRush3AnnotatedRMJS20260420withnegatives20260421.csv
174047,Spectrogram 1,1,57461.68726,57464.68726,0.0,12000.0,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\StandingRush3 SMA06001\StandingRush3Data20250331to20250721\SMA06001_20250410_040000.wav,1061.6872,SMA06001_20250410_040000.wav,3.0,,,,,Background Noise,,4am,2.0,BirdNET_SelectionTable_SRush3AnnotatedRMJS20260420withnegatives20260421.csv
174048,Spectrogram 1,1,57472.47391,57475.47391,0.0,12000.0,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\StandingRush3 SMA06001\StandingRush3Data20250331to20250721\SMA06001_20250410_040000.wav,1072.4739,SMA06001_20250410_040000.wav,3.0,,,,,Background Noise,,4am,2.0,BirdNET_SelectionTable_SRush3AnnotatedRMJS20260420withnegatives20260421.csv
174052,Spectrogram 1,1,159444.0771,159447.0771,0.0,12000.0,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\StandingRush3 SMA06001\StandingRush3Data20250331to20250721\SMA06001_20250427_040000.wav,1044.0771,SMA06001_20250427_040000.wav,3.0,,,,,Background Noise,,4am,2.0,BirdNET_SelectionTable_SRush3AnnotatedRMJS20260420withnegatives20260421.csv
174054,Spectrogram 1,1,159417.6566,159420.6566,0.0,12000.0,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\StandingRush3 SMA06001\StandingRush3Data20250331to20250721\SMA06001_20250427_040000.wav,1017.6566,SMA06001_20250427_040000.wav,3.0,,,,,Background Noise,,4am,2.0,BirdNET_SelectionTable_SRush3AnnotatedRMJS20260420withnegatives20260421.csv
