Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),Begin Path,File Offset (s),Begin File,Delta Time (s),Common Name,Species Code,Confidence,Verify,Label,Call Type,Notes,Done?
1923,Spectrogram 1,1,23211,23214,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1611,2MA08068_20250419_062700.wav,3,Least Bittern,leabit,0.1742,,,,,
1924,Spectrogram 1,1,23211,23214,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1611,2MA08068_20250419_062700.wav,3,Common Gallinule,comgal1,0.1395,,,,,
1925,Spectrogram 1,1,23217,23220,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1617,2MA08068_20250419_062700.wav,3,Sora,sora,0.1137,,,,,
1926,Spectrogram 1,1,23232,23235,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1632,2MA08068_20250419_062700.wav,3,Red-winged Blackbird,rewbla,0.1178,,,,,
1927,Spectrogram 1,1,23235,23238,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1635,2MA08068_20250419_062700.wav,3,Sora,sora,0.1157,,,,,
1928,Spectrogram 1,1,23238,23241,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1638,2MA08068_20250419_062700.wav,3,Pied-billed Grebe,pibgre,0.1585,,,,,
1929,Spectrogram 1,1,23238,23241,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1638,2MA08068_20250419_062700.wav,3,Sora,sora,0.1236,,,,,
1930,Spectrogram 1,1,23238,23241,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1638,2MA08068_20250419_062700.wav,3,American Bittern,amebit,0.1128,,,,,
1931,Spectrogram 1,1,23238,23241,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1638,2MA08068_20250419_062700.wav,3,Least Bittern,leabit,0.1064,,,,,
1932,Spectrogram 1,1,23241,23244,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1641,2MA08068_20250419_062700.wav,3,Least Bittern,leabit,0.1255,,,,,
1933,Spectrogram 1,1,23241,23244,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1641,2MA08068_20250419_062700.wav,3,Pied-billed Grebe,pibgre,0.1043,,,,,
1934,Spectrogram 1,1,23250,23253,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1650,2MA08068_20250419_062700.wav,3,Least Bittern,leabit,0.1773,,,,,
1935,Spectrogram 1,1,23250,23253,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1650,2MA08068_20250419_062700.wav,3,Sora,sora,0.1068,,,,,
1936,Spectrogram 1,1,23259,23262,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1659,2MA08068_20250419_062700.wav,3,Red-winged Blackbird,rewbla,0.1172,,,,,
1937,Spectrogram 1,1,23277,23280,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1677,2MA08068_20250419_062700.wav,3,Red-winged Blackbird,rewbla,0.132,,,,,
1938,Spectrogram 1,1,23283,23286,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1683,2MA08068_20250419_062700.wav,3,Red-winged Blackbird,rewbla,0.1454,,,,,
1939,Spectrogram 1,1,23283,23286,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1683,2MA08068_20250419_062700.wav,3,Least Bittern,leabit,0.1245,,,,,
1940,Spectrogram 1,1,23289,23292,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1689,2MA08068_20250419_062700.wav,3,Least Bittern,leabit,0.1479,,,,,
1941,Spectrogram 1,1,23316,23319,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1716,2MA08068_20250419_062700.wav,3,Red-winged Blackbird,rewbla,0.1308,,,,,
1942,Spectrogram 1,1,23331,23334,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1731,2MA08068_20250419_062700.wav,3,Red-winged Blackbird,rewbla,0.113,,,,,
1943,Spectrogram 1,1,23340,23343,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1740,2MA08068_20250419_062700.wav,3,Great Blue Heron,grbher3,0.1351,,,,,
1944,Spectrogram 1,1,23349,23352,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1749,2MA08068_20250419_062700.wav,3,Red-winged Blackbird,rewbla,0.128,,,,,
1945,Spectrogram 1,1,23349,23352,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1749,2MA08068_20250419_062700.wav,3,Pied-billed Grebe,pibgre,0.1067,,,,,
1946,Spectrogram 1,1,23379,23382,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1779,2MA08068_20250419_062700.wav,3,Red-winged Blackbird,rewbla,0.1683,,,,,
1947,Spectrogram 1,1,23379,23382,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1779,2MA08068_20250419_062700.wav,3,Sora,sora,0.1506,,,,,
1948,Spectrogram 1,1,23388,23391,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1788,2MA08068_20250419_062700.wav,3,Least Bittern,leabit,0.1194,,,,,
1949,Spectrogram 1,1,23394,23397,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1794,2MA08068_20250419_062700.wav,3,Least Bittern,leabit,0.1187,,,,,
1950,Spectrogram 1,1,23397,23400,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1797,2MA08068_20250419_062700.wav,3,Red-winged Blackbird,rewbla,0.1838,,,,,
1951,Spectrogram 1,1,23400,23403,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1800,2MA08068_20250419_062700.wav,3,Least Bittern,leabit,0.1753,,,,,
1952,Spectrogram 1,1,23400,23403,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1800,2MA08068_20250419_062700.wav,3,Sora,sora,0.1496,,,,,
1953,Spectrogram 1,1,23403,23406,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1803,2MA08068_20250419_062700.wav,3,Red-winged Blackbird,rewbla,0.2119,,,,,
1954,Spectrogram 1,1,23406,23409,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1806,2MA08068_20250419_062700.wav,3,Sora,sora,0.3599,,,,,
1955,Spectrogram 1,1,23406,23409,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1806,2MA08068_20250419_062700.wav,3,American Bittern,amebit,0.1173,,,,,
1956,Spectrogram 1,1,23409,23412,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1809,2MA08068_20250419_062700.wav,3,Red-winged Blackbird,rewbla,0.1251,,,,,
1957,Spectrogram 1,1,23409,23412,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1809,2MA08068_20250419_062700.wav,3,Least Bittern,leabit,0.1143,,,,,
1958,Spectrogram 1,1,23424,23427,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1824,2MA08068_20250419_062700.wav,3,Common Gallinule,comgal1,0.1281,,,,,
1959,Spectrogram 1,1,23424,23427,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1824,2MA08068_20250419_062700.wav,3,Sora,sora,0.1126,,,,,
1960,Spectrogram 1,1,23433,23436,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1833,2MA08068_20250419_062700.wav,3,American Bittern,amebit,0.1526,,,,,
1961,Spectrogram 1,1,23439,23442,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1839,2MA08068_20250419_062700.wav,3,Red-winged Blackbird,rewbla,0.1701,,,,,
1962,Spectrogram 1,1,23442,23445,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1842,2MA08068_20250419_062700.wav,3,American Bittern,amebit,0.1613,,,,,
1963,Spectrogram 1,1,23445,23448,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1845,2MA08068_20250419_062700.wav,3,Red-winged Blackbird,rewbla,0.174,,,,,
1964,Spectrogram 1,1,23448,23451,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1848,2MA08068_20250419_062700.wav,3,Red-winged Blackbird,rewbla,0.1747,,,,,
1965,Spectrogram 1,1,23448,23451,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1848,2MA08068_20250419_062700.wav,3,American Bittern,amebit,0.1512,,,,,
1966,Spectrogram 1,1,23448,23451,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1848,2MA08068_20250419_062700.wav,3,Least Bittern,leabit,0.1196,,,,,
1967,Spectrogram 1,1,23457,23460,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1857,2MA08068_20250419_062700.wav,3,American Bittern,amebit,0.2341,,,,,
1968,Spectrogram 1,1,23460,23463,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1860,2MA08068_20250419_062700.wav,3,Red-winged Blackbird,rewbla,0.1234,,,,,
1969,Spectrogram 1,1,23463,23466,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1863,2MA08068_20250419_062700.wav,3,American Bittern,amebit,0.1609,,,,,
1970,Spectrogram 1,1,23463,23466,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1863,2MA08068_20250419_062700.wav,3,Least Bittern,leabit,0.1356,,,,,
1971,Spectrogram 1,1,23466,23469,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1866,2MA08068_20250419_062700.wav,3,Least Bittern,leabit,0.1891,,,,,
1972,Spectrogram 1,1,23466,23469,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1866,2MA08068_20250419_062700.wav,3,American Bittern,amebit,0.1091,,,,,
1973,Spectrogram 1,1,23469,23472,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1869,2MA08068_20250419_062700.wav,3,Red-winged Blackbird,rewbla,0.1579,,,,,
1974,Spectrogram 1,1,23472,23475,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1872,2MA08068_20250419_062700.wav,3,Sora,sora,0.103,,,,,
1975,Spectrogram 1,1,23475,23478,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1875,2MA08068_20250419_062700.wav,3,Red-winged Blackbird,rewbla,0.1037,,,,,
1976,Spectrogram 1,1,23478,23481,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1878,2MA08068_20250419_062700.wav,3,Red-winged Blackbird,rewbla,0.1437,,,,,
1977,Spectrogram 1,1,23481,23484,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1881,2MA08068_20250419_062700.wav,3,Least Bittern,leabit,0.2772,,,,,
1978,Spectrogram 1,1,23481,23484,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1881,2MA08068_20250419_062700.wav,3,King Rail,kinrai4,0.1215,,,,,
1979,Spectrogram 1,1,23481,23484,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1881,2MA08068_20250419_062700.wav,3,American Bittern,amebit,0.1173,,,,,
1980,Spectrogram 1,1,23484,23487,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1884,2MA08068_20250419_062700.wav,3,Red-winged Blackbird,rewbla,0.1473,,,,,
1981,Spectrogram 1,1,23490,23493,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1890,2MA08068_20250419_062700.wav,3,Least Bittern,leabit,0.1423,,,,,
1982,Spectrogram 1,1,23490,23493,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1890,2MA08068_20250419_062700.wav,3,Red-winged Blackbird,rewbla,0.1035,,,,,
1983,Spectrogram 1,1,23493,23496,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1893,2MA08068_20250419_062700.wav,3,Red-winged Blackbird,rewbla,0.1085,,,,,
1984,Spectrogram 1,1,23496,23499,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1896,2MA08068_20250419_062700.wav,3,Red-winged Blackbird,rewbla,0.2083,,,,,
1985,Spectrogram 1,1,23499,23502,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1899,2MA08068_20250419_062700.wav,3,Red-winged Blackbird,rewbla,0.2684,,,,,
1986,Spectrogram 1,1,23514,23517,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1914,2MA08068_20250419_062700.wav,3,Red-winged Blackbird,rewbla,0.1066,,,,,
1987,Spectrogram 1,1,23517,23520,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1917,2MA08068_20250419_062700.wav,3,Red-winged Blackbird,rewbla,0.148,,,,,
1988,Spectrogram 1,1,23520,23523,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1920,2MA08068_20250419_062700.wav,3,Least Bittern,leabit,0.1335,,,,,
1989,Spectrogram 1,1,23526,23529,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1926,2MA08068_20250419_062700.wav,3,Least Bittern,leabit,0.1191,,,,,
1990,Spectrogram 1,1,23526,23529,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1926,2MA08068_20250419_062700.wav,3,American Bittern,amebit,0.1031,,,,,
1991,Spectrogram 1,1,23544,23547,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1944,2MA08068_20250419_062700.wav,3,Red-winged Blackbird,rewbla,0.1504,,,,,
1992,Spectrogram 1,1,23544,23547,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1944,2MA08068_20250419_062700.wav,3,Least Bittern,leabit,0.1377,,,,,
1993,Spectrogram 1,1,23547,23550,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1947,2MA08068_20250419_062700.wav,3,Least Bittern,leabit,0.1159,,,,,
1994,Spectrogram 1,1,23577,23580,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1977,2MA08068_20250419_062700.wav,3,Least Bittern,leabit,0.1396,,,,,
1995,Spectrogram 1,1,23580,23583,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1980,2MA08068_20250419_062700.wav,3,Willow Flycatcher,wilfly,0.2632,,,,,
1996,Spectrogram 1,1,23586,23589,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1986,2MA08068_20250419_062700.wav,3,Least Bittern,leabit,0.1325,,,,,
1997,Spectrogram 1,1,23598,23601,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,1998,2MA08068_20250419_062700.wav,3,Red-winged Blackbird,rewbla,0.106,,,,,
1998,Spectrogram 1,1,23604,23607,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,2004,2MA08068_20250419_062700.wav,3,Least Bittern,leabit,0.1226,,,,,
1999,Spectrogram 1,1,23607,23610,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,2007,2MA08068_20250419_062700.wav,3,Red-winged Blackbird,rewbla,0.1866,,,,,
2000,Spectrogram 1,1,23616,23619,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,2016,2MA08068_20250419_062700.wav,3,Red-winged Blackbird,rewbla,0.2893,,,,,
2001,Spectrogram 1,1,23625,23628,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,2025,2MA08068_20250419_062700.wav,3,Least Bittern,leabit,0.1265,,,,,
2002,Spectrogram 1,1,23634,23637,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,2034,2MA08068_20250419_062700.wav,3,Red-winged Blackbird,rewbla,0.1059,,,,,
2003,Spectrogram 1,1,23643,23646,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,2043,2MA08068_20250419_062700.wav,3,Red-winged Blackbird,rewbla,0.2075,,,,,
2004,Spectrogram 1,1,23655,23658,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,2055,2MA08068_20250419_062700.wav,3,Red-winged Blackbird,rewbla,0.1103,,,,,
2005,Spectrogram 1,1,23664,23667,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,2064,2MA08068_20250419_062700.wav,3,Least Bittern,leabit,0.1094,,,,,
2006,Spectrogram 1,1,23667,23670,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,2067,2MA08068_20250419_062700.wav,3,Sora,sora,0.2215,,,,,
2007,Spectrogram 1,1,23667,23670,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,2067,2MA08068_20250419_062700.wav,3,Red-winged Blackbird,rewbla,0.1712,,,,,
2008,Spectrogram 1,1,23673,23676,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,2073,2MA08068_20250419_062700.wav,3,American Bittern,amebit,0.1537,,,,,
2009,Spectrogram 1,1,23676,23679,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,2076,2MA08068_20250419_062700.wav,3,American Bittern,amebit,0.3242,,,,,
2010,Spectrogram 1,1,23676,23679,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,2076,2MA08068_20250419_062700.wav,3,Red-winged Blackbird,rewbla,0.22,,,,,
2011,Spectrogram 1,1,23706,23709,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,2106,2MA08068_20250419_062700.wav,3,American Bittern,amebit,0.1191,,,,,
2012,Spectrogram 1,1,23715,23718,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,2115,2MA08068_20250419_062700.wav,3,American Bittern,amebit,0.2138,,,,,
2013,Spectrogram 1,1,23715,23718,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,2115,2MA08068_20250419_062700.wav,3,King Rail,kinrai4,0.1129,,,,,
2014,Spectrogram 1,1,23718,23721,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,2118,2MA08068_20250419_062700.wav,3,Red-winged Blackbird,rewbla,0.1063,,,,,
2015,Spectrogram 1,1,23721,23724,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,2121,2MA08068_20250419_062700.wav,3,Least Bittern,leabit,0.1686,,,,,
2016,Spectrogram 1,1,23721,23724,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,2121,2MA08068_20250419_062700.wav,3,Sora,sora,0.159,,,,,
2017,Spectrogram 1,1,23724,23727,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,2124,2MA08068_20250419_062700.wav,3,Red-winged Blackbird,rewbla,0.1275,,,,,
2018,Spectrogram 1,1,23724,23727,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,2124,2MA08068_20250419_062700.wav,3,Sora,sora,0.1216,,,,,
2019,Spectrogram 1,1,23724,23727,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250419_062700.wav,2124,2MA08068_20250419_062700.wav,3,American Bittern,amebit,0.1045,,,,,
