Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Delta Time (s)	Common Name	Species Code	Confidence	Verify	Label	Call Type	Notes	Done?
8843	Spectrogram 1	1	108075.000000000	108078.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	75.0000	SMA06024_20250413_195000.wav	3.0000	Least Bittern	leabit	0.1181					
8844	Spectrogram 1	1	108078.000000000	108081.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	78.0000	SMA06024_20250413_195000.wav	3.0000	Pied-billed Grebe	pibgre	0.9506					
8845	Spectrogram 1	1	108081.000000000	108084.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	81.0000	SMA06024_20250413_195000.wav	3.0000	Pied-billed Grebe	pibgre	0.9976					
8846	Spectrogram 1	1	108084.000000000	108087.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	84.0000	SMA06024_20250413_195000.wav	3.0000	Pied-billed Grebe	pibgre	0.9882					
8847	Spectrogram 1	1	108087.000000000	108090.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	87.0000	SMA06024_20250413_195000.wav	3.0000	Pied-billed Grebe	pibgre	0.9853					
8848	Spectrogram 1	1	108090.000000000	108093.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	90.0000	SMA06024_20250413_195000.wav	3.0000	Pied-billed Grebe	pibgre	0.4384					
8849	Spectrogram 1	1	108096.000000000	108099.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	96.0000	SMA06024_20250413_195000.wav	3.0000	American Bittern	amebit	0.3325					
8850	Spectrogram 1	1	108096.000000000	108099.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	96.0000	SMA06024_20250413_195000.wav	3.0000	Pied-billed Grebe	pibgre	0.1656					
8851	Spectrogram 1	1	108099.000000000	108102.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	99.0000	SMA06024_20250413_195000.wav	3.0000	Pied-billed Grebe	pibgre	0.1046					
8852	Spectrogram 1	1	108108.000000000	108111.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	108.0000	SMA06024_20250413_195000.wav	3.0000	Red-winged Blackbird	rewbla	0.1245					
8853	Spectrogram 1	1	108117.000000000	108120.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	117.0000	SMA06024_20250413_195000.wav	3.0000	Red-winged Blackbird	rewbla	0.1805					
8854	Spectrogram 1	1	108132.000000000	108135.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	132.0000	SMA06024_20250413_195000.wav	3.0000	Wood Duck	wooduc	0.1325					
8855	Spectrogram 1	1	108132.000000000	108135.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	132.0000	SMA06024_20250413_195000.wav	3.0000	Common Gallinule	comgal1	0.1005					
8856	Spectrogram 1	1	108135.000000000	108138.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	135.0000	SMA06024_20250413_195000.wav	3.0000	Pied-billed Grebe	pibgre	0.6048					
8857	Spectrogram 1	1	108141.000000000	108144.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	141.0000	SMA06024_20250413_195000.wav	3.0000	Least Bittern	leabit	0.1187					
8858	Spectrogram 1	1	108141.000000000	108144.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	141.0000	SMA06024_20250413_195000.wav	3.0000	Common Gallinule	comgal1	0.1074					
8859	Spectrogram 1	1	108144.000000000	108147.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	144.0000	SMA06024_20250413_195000.wav	3.0000	Common Gallinule	comgal1	0.1897					
8860	Spectrogram 1	1	108144.000000000	108147.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	144.0000	SMA06024_20250413_195000.wav	3.0000	Pied-billed Grebe	pibgre	0.1100					
8861	Spectrogram 1	1	108144.000000000	108147.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	144.0000	SMA06024_20250413_195000.wav	3.0000	Sora	sora	0.1033					
8862	Spectrogram 1	1	108150.000000000	108153.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	150.0000	SMA06024_20250413_195000.wav	3.0000	Pied-billed Grebe	pibgre	0.9892					
8863	Spectrogram 1	1	108153.000000000	108156.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	153.0000	SMA06024_20250413_195000.wav	3.0000	Pied-billed Grebe	pibgre	0.9437					
8864	Spectrogram 1	1	108156.000000000	108159.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	156.0000	SMA06024_20250413_195000.wav	3.0000	Pied-billed Grebe	pibgre	0.5273					
8865	Spectrogram 1	1	108156.000000000	108159.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	156.0000	SMA06024_20250413_195000.wav	3.0000	Least Bittern	leabit	0.1027					
8866	Spectrogram 1	1	108159.000000000	108162.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	159.0000	SMA06024_20250413_195000.wav	3.0000	Red-winged Blackbird	rewbla	0.2131					
8867	Spectrogram 1	1	108162.000000000	108165.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	162.0000	SMA06024_20250413_195000.wav	3.0000	Least Bittern	leabit	0.2425					
8868	Spectrogram 1	1	108162.000000000	108165.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	162.0000	SMA06024_20250413_195000.wav	3.0000	American Bittern	amebit	0.1298					
8869	Spectrogram 1	1	108162.000000000	108165.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	162.0000	SMA06024_20250413_195000.wav	3.0000	Sora	sora	0.1001					
8870	Spectrogram 1	1	108168.000000000	108171.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	168.0000	SMA06024_20250413_195000.wav	3.0000	Pied-billed Grebe	pibgre	0.3265					
8871	Spectrogram 1	1	108177.000000000	108180.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	177.0000	SMA06024_20250413_195000.wav	3.0000	Common Gallinule	comgal1	0.1180					
8872	Spectrogram 1	1	108183.000000000	108186.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	183.0000	SMA06024_20250413_195000.wav	3.0000	Red-winged Blackbird	rewbla	0.1119					
8873	Spectrogram 1	1	108186.000000000	108189.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	186.0000	SMA06024_20250413_195000.wav	3.0000	American Coot	y00475	0.4333					
8874	Spectrogram 1	1	108189.000000000	108192.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	189.0000	SMA06024_20250413_195000.wav	3.0000	Least Bittern	leabit	0.1152					
8875	Spectrogram 1	1	108198.000000000	108201.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	198.0000	SMA06024_20250413_195000.wav	3.0000	Red-winged Blackbird	rewbla	0.1369					
8876	Spectrogram 1	1	108207.000000000	108210.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	207.0000	SMA06024_20250413_195000.wav	3.0000	Red-winged Blackbird	rewbla	0.1754					
8877	Spectrogram 1	1	108231.000000000	108234.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	231.0000	SMA06024_20250413_195000.wav	3.0000	Pied-billed Grebe	pibgre	0.8657					
8878	Spectrogram 1	1	108234.000000000	108237.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	234.0000	SMA06024_20250413_195000.wav	3.0000	Red-winged Blackbird	rewbla	0.1406					
8879	Spectrogram 1	1	108234.000000000	108237.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	234.0000	SMA06024_20250413_195000.wav	3.0000	Least Bittern	leabit	0.1000					
8880	Spectrogram 1	1	108237.000000000	108240.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	237.0000	SMA06024_20250413_195000.wav	3.0000	Virginia Rail	virrai	0.1978					
8881	Spectrogram 1	1	108258.000000000	108261.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	258.0000	SMA06024_20250413_195000.wav	3.0000	Pied-billed Grebe	pibgre	0.1872					
8882	Spectrogram 1	1	108279.000000000	108282.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	279.0000	SMA06024_20250413_195000.wav	3.0000	Wood Duck	wooduc	0.2579					
8883	Spectrogram 1	1	108303.000000000	108306.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	303.0000	SMA06024_20250413_195000.wav	3.0000	Red-winged Blackbird	rewbla	0.1364					
8884	Spectrogram 1	1	108318.000000000	108321.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	318.0000	SMA06024_20250413_195000.wav	3.0000	Pied-billed Grebe	pibgre	0.5725					
8885	Spectrogram 1	1	108321.000000000	108324.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	321.0000	SMA06024_20250413_195000.wav	3.0000	Pied-billed Grebe	pibgre	0.9428					
8886	Spectrogram 1	1	108327.000000000	108330.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	327.0000	SMA06024_20250413_195000.wav	3.0000	Virginia Rail	virrai	0.1328					
8887	Spectrogram 1	1	108330.000000000	108333.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	330.0000	SMA06024_20250413_195000.wav	3.0000	Pied-billed Grebe	pibgre	0.2155					
8888	Spectrogram 1	1	108333.000000000	108336.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	333.0000	SMA06024_20250413_195000.wav	3.0000	Pied-billed Grebe	pibgre	0.1041					
8889	Spectrogram 1	1	108417.000000000	108420.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	417.0000	SMA06024_20250413_195000.wav	3.0000	Pied-billed Grebe	pibgre	0.6748					
8890	Spectrogram 1	1	108420.000000000	108423.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	420.0000	SMA06024_20250413_195000.wav	3.0000	Pied-billed Grebe	pibgre	0.2194					
8891	Spectrogram 1	1	108423.000000000	108426.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	423.0000	SMA06024_20250413_195000.wav	3.0000	Red-winged Blackbird	rewbla	0.1741					
8892	Spectrogram 1	1	108429.000000000	108432.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	429.0000	SMA06024_20250413_195000.wav	3.0000	American Bittern	amebit	0.1013					
8893	Spectrogram 1	1	108444.000000000	108447.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	444.0000	SMA06024_20250413_195000.wav	3.0000	Wood Duck	wooduc	0.1224					
8894	Spectrogram 1	1	108447.000000000	108450.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	447.0000	SMA06024_20250413_195000.wav	3.0000	American Bittern	amebit	0.1072					
8895	Spectrogram 1	1	108462.000000000	108465.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	462.0000	SMA06024_20250413_195000.wav	3.0000	Red-winged Blackbird	rewbla	0.1012					
8896	Spectrogram 1	1	108480.000000000	108483.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	480.0000	SMA06024_20250413_195000.wav	3.0000	Wood Duck	wooduc	0.1266					
8897	Spectrogram 1	1	108483.000000000	108486.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	483.0000	SMA06024_20250413_195000.wav	3.0000	Swamp Sparrow	swaspa	0.1074					
8898	Spectrogram 1	1	108492.000000000	108495.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	492.0000	SMA06024_20250413_195000.wav	3.0000	Pied-billed Grebe	pibgre	0.2696					
8899	Spectrogram 1	1	108498.000000000	108501.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	498.0000	SMA06024_20250413_195000.wav	3.0000	Sora	sora	0.1125					
8900	Spectrogram 1	1	108504.000000000	108507.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	504.0000	SMA06024_20250413_195000.wav	3.0000	American Bittern	amebit	0.1056					
8901	Spectrogram 1	1	108531.000000000	108534.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	531.0000	SMA06024_20250413_195000.wav	3.0000	Pied-billed Grebe	pibgre	0.9632					
8902	Spectrogram 1	1	108534.000000000	108537.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	534.0000	SMA06024_20250413_195000.wav	3.0000	Pied-billed Grebe	pibgre	0.6680					
8903	Spectrogram 1	1	108558.000000000	108561.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	558.0000	SMA06024_20250413_195000.wav	3.0000	American Bittern	amebit	0.1224					
8904	Spectrogram 1	1	108561.000000000	108564.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	561.0000	SMA06024_20250413_195000.wav	3.0000	American Bittern	amebit	0.2344					
8905	Spectrogram 1	1	108570.000000000	108573.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	570.0000	SMA06024_20250413_195000.wav	3.0000	Virginia Rail	virrai	0.1013					
8906	Spectrogram 1	1	108576.000000000	108579.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	576.0000	SMA06024_20250413_195000.wav	3.0000	American Bittern	amebit	0.1602					
8907	Spectrogram 1	1	108588.000000000	108591.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	588.0000	SMA06024_20250413_195000.wav	3.0000	Least Bittern	leabit	0.1355					
8908	Spectrogram 1	1	108588.000000000	108591.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	588.0000	SMA06024_20250413_195000.wav	3.0000	Virginia Rail	virrai	0.1067					
8909	Spectrogram 1	1	108597.000000000	108600.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	597.0000	SMA06024_20250413_195000.wav	3.0000	Pied-billed Grebe	pibgre	0.1285					
8910	Spectrogram 1	1	108600.000000000	108603.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	600.0000	SMA06024_20250413_195000.wav	3.0000	Pied-billed Grebe	pibgre	0.1621					
8911	Spectrogram 1	1	108606.000000000	108609.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	606.0000	SMA06024_20250413_195000.wav	3.0000	Least Bittern	leabit	0.2029					
8912	Spectrogram 1	1	108612.000000000	108615.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	612.0000	SMA06024_20250413_195000.wav	3.0000	Pied-billed Grebe	pibgre	0.9703					
8913	Spectrogram 1	1	108615.000000000	108618.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	615.0000	SMA06024_20250413_195000.wav	3.0000	Pied-billed Grebe	pibgre	0.9991					
8914	Spectrogram 1	1	108618.000000000	108621.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	618.0000	SMA06024_20250413_195000.wav	3.0000	Pied-billed Grebe	pibgre	0.9960					
8915	Spectrogram 1	1	108624.000000000	108627.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	624.0000	SMA06024_20250413_195000.wav	3.0000	American Bittern	amebit	0.1152					
8916	Spectrogram 1	1	108627.000000000	108630.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	627.0000	SMA06024_20250413_195000.wav	3.0000	Least Bittern	leabit	0.1320					
8917	Spectrogram 1	1	108627.000000000	108630.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	627.0000	SMA06024_20250413_195000.wav	3.0000	American Bittern	amebit	0.1288					
8918	Spectrogram 1	1	108627.000000000	108630.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	627.0000	SMA06024_20250413_195000.wav	3.0000	Pied-billed Grebe	pibgre	0.1249					
8919	Spectrogram 1	1	108630.000000000	108633.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	630.0000	SMA06024_20250413_195000.wav	3.0000	Pied-billed Grebe	pibgre	0.5260					
8920	Spectrogram 1	1	108630.000000000	108633.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	630.0000	SMA06024_20250413_195000.wav	3.0000	American Bittern	amebit	0.1848					
8921	Spectrogram 1	1	108636.000000000	108639.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	636.0000	SMA06024_20250413_195000.wav	3.0000	Sora	sora	0.1024					
8922	Spectrogram 1	1	108669.000000000	108672.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	669.0000	SMA06024_20250413_195000.wav	3.0000	Wood Duck	wooduc	0.1277					
8923	Spectrogram 1	1	108750.000000000	108753.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	750.0000	SMA06024_20250413_195000.wav	3.0000	Sora	sora	0.1153					
8924	Spectrogram 1	1	108753.000000000	108756.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	753.0000	SMA06024_20250413_195000.wav	3.0000	Least Bittern	leabit	0.2270					
8925	Spectrogram 1	1	108765.000000000	108768.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	765.0000	SMA06024_20250413_195000.wav	3.0000	American Bittern	amebit	0.1029					
8926	Spectrogram 1	1	108813.000000000	108816.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	813.0000	SMA06024_20250413_195000.wav	3.0000	American Bittern	amebit	0.1058					
8927	Spectrogram 1	1	108858.000000000	108861.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	858.0000	SMA06024_20250413_195000.wav	3.0000	Red-winged Blackbird	rewbla	0.1025					
8928	Spectrogram 1	1	108864.000000000	108867.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250413_195000.wav	864.0000	SMA06024_20250413_195000.wav	3.0000	American Bittern	amebit	0.1338					
